df_indexes,away_starters,home_starters,away_text,home_text,game_time_remaining,away_game_score,home_game_score,home_substitution_out,home_substitution_in,away_substitution_out,away_substitution_in,elapsed_game_time,home_team,away_team,date_of_game,indexes,current_home_five_players,current_away_five_players,,Mikal Bridges,Jae Crowder,Deandre Ayton,Devin Booker,Chris Paul,Cameron Johnson,Cameron Payne,Torrey Craig,Dario Saric,ETwaun Moore,LeBron James,Anthony Davis,Andre Drummond,Kentavious Caldwell,Dennis Schroder,Kyle Kuzma,Montrezl Harrell,Alex Caruso,Talen Horton,Wesley Matthews
386,0,0,,PHO offensive rebound.,8:31,0,0,0,0,0,0,209.0,Suns,Lakers,2021-05-23,376,"Mikal Bridges, Cameron Johnson, Chris Paul, Devin Booker, Deandre Ayton","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Anthony Davis",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,18.0,0.0,20.0,0.0,22.0
387,0,0,,Chris Paul 2 point shot made.,8:07,77,88,0,0,0,0,233.0,Suns,Lakers,2021-05-23,377,"Mikal Bridges, Cameron Johnson, Chris Paul, Devin Booker, Deandre Ayton","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Anthony Davis",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,18.0,0.0,20.0,0.0,22.0
388,0,0,Wesley Matthews 3 point shot missed.,,7:53,0,0,0,0,0,0,247.0,Suns,Lakers,2021-05-23,378,"Mikal Bridges, Cameron Johnson, Chris Paul, Devin Booker, Deandre Ayton","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Anthony Davis",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,18.0,0.0,20.0,0.0,22.0
389,0,0,,Cameron Johnson defensive rebound.,7:49,0,0,0,0,0,0,251.0,Suns,Lakers,2021-05-23,379,"Mikal Bridges, Cameron Johnson, Chris Paul, Devin Booker, Deandre Ayton","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Anthony Davis",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,18.0,0.0,20.0,0.0,22.0
390,0,0,,Devin Booker 2 point shot made.,7:34,77,90,0,0,0,0,266.0,Suns,Lakers,2021-05-23,380,"Mikal Bridges, Cameron Johnson, Chris Paul, Devin Booker, Deandre Ayton","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Anthony Davis",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,18.0,0.0,20.0,0.0,22.0
391,0,0,Anthony Davis 2 point shot made.,,7:22,79,90,0,0,0,0,278.0,Suns,Lakers,2021-05-23,381,"Mikal Bridges, Cameron Johnson, Chris Paul, Devin Booker, Deandre Ayton","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Anthony Davis",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,18.0,0.0,20.0,0.0,22.0
392,0,0,,Devin Booker personal foul.,7:22,0,0,0,0,0,0,278.0,Suns,Lakers,2021-05-23,382,"Mikal Bridges, Cameron Johnson, Chris Paul, Devin Booker, Deandre Ayton","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Anthony Davis",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,18.0,0.0,20.0,0.0,22.0
393,0,0,Substitution out: Kyle Kuzma. Substitution in: Dennis Schroder.,,7:22,0,0,0,0,Kyle Kuzma,Dennis Schroder,278.0,Suns,Lakers,2021-05-23,383,"Mikal Bridges, Cameron Johnson, Chris Paul, Devin Booker, Deandre Ayton","Alex Caruso, Wesley Matthews, LeBron James, Anthony Davis, Dennis Schroder",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,17.0,0.0,0.0,20.0,0.0,22.0
394,0,0,Substitution out: Wesley Matthews. Substitution in: Kentavious Caldwell.,,7:22,0,0,0,0,Wesley Matthews,Kentavious Caldwell,278.0,Suns,Lakers,2021-05-23,384,"Mikal Bridges, Cameron Johnson, Chris Paul, Devin Booker, Deandre Ayton","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
395,0,0,Anthony Davis free throw made (1 of 1).,,7:22,80,90,0,0,0,0,278.0,Suns,Lakers,2021-05-23,385,"Mikal Bridges, Cameron Johnson, Chris Paul, Devin Booker, Deandre Ayton","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
396,0,0,,Mikal Bridges 3 point shot missed.,7:01,0,0,0,0,0,0,299.0,Suns,Lakers,2021-05-23,386,"Mikal Bridges, Cameron Johnson, Chris Paul, Devin Booker, Deandre Ayton","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
397,0,0,LeBron James defensive rebound.,,6:58,0,0,0,0,0,0,302.0,Suns,Lakers,2021-05-23,387,"Mikal Bridges, Cameron Johnson, Chris Paul, Devin Booker, Deandre Ayton","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
398,0,0,Dennis Schroder 3 point shot made. Assisted by LeBron James.,,6:41,83,90,0,0,0,0,319.0,Suns,Lakers,2021-05-23,388,"Mikal Bridges, Cameron Johnson, Chris Paul, Devin Booker, Deandre Ayton","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
399,0,0,,Devin Booker 2 point shot made.,6:16,83,92,0,0,0,0,344.0,Suns,Lakers,2021-05-23,389,"Mikal Bridges, Cameron Johnson, Chris Paul, Devin Booker, Deandre Ayton","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
400,0,0,LeBron James 3 point shot missed.,,6:02,0,0,0,0,0,0,358.0,Suns,Lakers,2021-05-23,390,"Mikal Bridges, Cameron Johnson, Chris Paul, Devin Booker, Deandre Ayton","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
401,0,0,,Deandre Ayton defensive rebound.,5:59,0,0,0,0,0,0,361.0,Suns,Lakers,2021-05-23,391,"Mikal Bridges, Cameron Johnson, Chris Paul, Devin Booker, Deandre Ayton","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
402,0,0,,Devin Booker 2 point shot missed.,5:42,0,0,0,0,0,0,378.0,Suns,Lakers,2021-05-23,392,"Mikal Bridges, Cameron Johnson, Chris Paul, Devin Booker, Deandre Ayton","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
403,0,0,,Mikal Bridges offensive rebound.,5:41,0,0,0,0,0,0,379.0,Suns,Lakers,2021-05-23,393,"Mikal Bridges, Cameron Johnson, Chris Paul, Devin Booker, Deandre Ayton","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
404,0,0,,Mikal Bridges layup missed.,5:40,0,0,0,0,0,0,380.0,Suns,Lakers,2021-05-23,394,"Mikal Bridges, Cameron Johnson, Chris Paul, Devin Booker, Deandre Ayton","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
405,0,0,Anthony Davis defensive rebound.,,5:39,0,0,0,0,0,0,381.0,Suns,Lakers,2021-05-23,395,"Mikal Bridges, Cameron Johnson, Chris Paul, Devin Booker, Deandre Ayton","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
406,0,0,,Cameron Johnson personal foul.,5:22,0,0,0,0,0,0,398.0,Suns,Lakers,2021-05-23,396,"Mikal Bridges, Cameron Johnson, Chris Paul, Devin Booker, Deandre Ayton","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
407,0,0,Anthony Davis free throw missed (1 of 2).,,5:22,0,0,0,0,0,0,398.0,Suns,Lakers,2021-05-23,397,"Mikal Bridges, Cameron Johnson, Chris Paul, Devin Booker, Deandre Ayton","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
408,0,0,,Substitution out: Cameron Johnson. Substitution in: Jae Crowder.,5:22,0,0,Cameron Johnson,Jae Crowder,0,0,398.0,Suns,Lakers,2021-05-23,398,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
409,0,0,Anthony Davis free throw made (2 of 2).,,5:22,84,92,0,0,0,0,398.0,Suns,Lakers,2021-05-23,399,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
410,0,0,,Mikal Bridges 2 point shot missed.,4:59,0,0,0,0,0,0,421.0,Suns,Lakers,2021-05-23,400,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
411,0,0,,Deandre Ayton offensive rebound.,4:57,0,0,0,0,0,0,423.0,Suns,Lakers,2021-05-23,401,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
412,0,0,,Deandre Ayton layup made.,4:57,84,94,0,0,0,0,423.0,Suns,Lakers,2021-05-23,402,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
413,0,0,LeBron James 3 point shot missed.,,4:40,0,0,0,0,0,0,440.0,Suns,Lakers,2021-05-23,403,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
414,0,0,,Deandre Ayton defensive rebound.,4:38,0,0,0,0,0,0,442.0,Suns,Lakers,2021-05-23,404,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
415,0,0,,Devin Booker 3 point shot missed.,4:16,0,0,0,0,0,0,464.0,Suns,Lakers,2021-05-23,405,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
416,0,0,,Deandre Ayton offensive rebound.,4:14,0,0,0,0,0,0,466.0,Suns,Lakers,2021-05-23,406,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
417,0,0,Alex Caruso personal foul.,,4:14,0,0,0,0,0,0,466.0,Suns,Lakers,2021-05-23,407,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
418,0,0,,Mikal Bridges 2 point shot made. Assisted by Devin Booker.,4:01,84,96,0,0,0,0,479.0,Suns,Lakers,2021-05-23,408,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
419,0,0,LeBron James wins the jump ball. Jae Crowder loses the jump ball.,,3:42,0,0,0,0,0,0,498.0,Suns,Lakers,2021-05-23,409,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
420,0,0,Anthony Davis 2 point shot missed.,,3:38,0,0,0,0,0,0,502.0,Suns,Lakers,2021-05-23,410,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
421,0,0,,Devin Booker defensive rebound.,3:35,0,0,0,0,0,0,505.0,Suns,Lakers,2021-05-23,411,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
422,0,0,Kentavious Caldwell personal foul.,,3:23,0,0,0,0,0,0,517.0,Suns,Lakers,2021-05-23,412,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
423,0,0,,Deandre Ayton free throw made (1 of 2).,3:23,84,97,0,0,0,0,517.0,Suns,Lakers,2021-05-23,413,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
424,0,0,,Deandre Ayton free throw missed (2 of 2).,3:23,0,0,0,0,0,0,517.0,Suns,Lakers,2021-05-23,414,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
425,0,0,Anthony Davis defensive rebound.,,3:21,0,0,0,0,0,0,519.0,Suns,Lakers,2021-05-23,415,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
426,0,0,Alex Caruso 3 point shot made. Assisted by Anthony Davis.,,3:06,87,97,0,0,0,0,534.0,Suns,Lakers,2021-05-23,416,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
427,0,0,,Chris Paul 2 point shot missed.,2:41,0,0,0,0,0,0,559.0,Suns,Lakers,2021-05-23,417,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
428,0,0,,Deandre Ayton offensive rebound.,2:40,0,0,0,0,0,0,560.0,Suns,Lakers,2021-05-23,418,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
429,0,0,,PHO turnover.,2:38,0,0,0,0,0,0,562.0,Suns,Lakers,2021-05-23,419,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
430,0,0,Anthony Davis 3 point shot missed.,,2:29,0,0,0,0,0,0,571.0,Suns,Lakers,2021-05-23,420,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
431,0,0,,Devin Booker defensive rebound.,2:25,0,0,0,0,0,0,575.0,Suns,Lakers,2021-05-23,421,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
432,0,0,Alex Caruso personal foul.,,2:22,0,0,0,0,0,0,578.0,Suns,Lakers,2021-05-23,422,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
433,0,0,,Chris Paul 2 point shot missed.,2:05,0,0,0,0,0,0,595.0,Suns,Lakers,2021-05-23,423,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
434,0,0,Anthony Davis defensive rebound.,,2:01,0,0,0,0,0,0,599.0,Suns,Lakers,2021-05-23,424,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
435,0,0,Alex Caruso 3 point shot missed.,,1:57,0,0,0,0,0,0,603.0,Suns,Lakers,2021-05-23,425,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
436,0,0,,Devin Booker defensive rebound.,1:54,0,0,0,0,0,0,606.0,Suns,Lakers,2021-05-23,426,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
437,0,0,,Jae Crowder 2 point shot made. Assisted by Devin Booker.,1:35,87,99,0,0,0,0,625.0,Suns,Lakers,2021-05-23,427,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
438,0,0,LeBron James 3 point shot missed.,,1:21,0,0,0,0,0,0,639.0,Suns,Lakers,2021-05-23,428,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
439,0,0,,Mikal Bridges defensive rebound.,1:20,0,0,0,0,0,0,640.0,Suns,Lakers,2021-05-23,429,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
440,0,0,,Jae Crowder 3 point shot missed.,1:00,0,0,0,0,0,0,660.0,Suns,Lakers,2021-05-23,430,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
441,0,0,Anthony Davis defensive rebound.,,0:58,0,0,0,0,0,0,662.0,Suns,Lakers,2021-05-23,431,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
442,0,0,LeBron James turnover. Mikal Bridges steals.,,0:43,0,0,0,0,0,0,677.0,Suns,Lakers,2021-05-23,432,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
443,0,0,Alex Caruso personal foul.,,0:37,0,0,0,0,0,0,683.0,Suns,Lakers,2021-05-23,433,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Anthony Davis, Dennis Schroder, Kentavious Caldwell",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,17.0,0.0,0.0,20.0,0.0,0.0
444,0,0,Substitution out: Anthony Davis. Substitution in: Talen Horton-Tucker.,,0:37,0,0,0,0,Anthony Davis,Talen Horton,683.0,Suns,Lakers,2021-05-23,434,"Mikal Bridges, Chris Paul, Devin Booker, Deandre Ayton, Jae Crowder","Alex Caruso, LeBron James, Dennis Schroder, Kentavious Caldwell, Talen Horton",0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,16.0,17.0,0.0,0.0,20.0,21.0,0.0
