df_indexes,away_starters,home_starters,away_text,home_text,game_time_remaining,away_game_score,home_game_score,home_substitution_out,home_substitution_in,away_substitution_out,away_substitution_in,elapsed_game_time,home_team,away_team,date_of_game,indexes,current_home_five_players,current_away_five_players,,Mikal Bridges,Jae Crowder,Deandre Ayton,Devin Booker,Chris Paul,Cameron Johnson,Cameron Payne,Torrey Craig,Dario Saric,ETwaun Moore,LeBron James,Anthony Davis,Andre Drummond,Kentavious Caldwell,Dennis Schroder,Kyle Kuzma,Montrezl Harrell,Alex Caruso,Talen Horton,Wesley Matthews
329,0,0,,Devin Booker free throw made (2 of 2).,1:35,66,78,0,0,0,0,625.0,Suns,Lakers,2021-05-23,319,"Devin Booker, Deandre Ayton, Cameron Payne, Cameron Johnson, Mikal Bridges","Kentavious Caldwell, Anthony Davis, Kyle Kuzma, Alex Caruso, Wesley Matthews",0.0,2.0,0.0,4.0,5.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,18.0,0.0,20.0,0.0,22.0
330,0,0,Wesley Matthews 3 point shot missed.,,1:17,0,0,0,0,0,0,643.0,Suns,Lakers,2021-05-23,320,"Devin Booker, Deandre Ayton, Cameron Payne, Cameron Johnson, Mikal Bridges","Kentavious Caldwell, Anthony Davis, Kyle Kuzma, Alex Caruso, Wesley Matthews",0.0,2.0,0.0,4.0,5.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,18.0,0.0,20.0,0.0,22.0
331,0,0,,PHO defensive rebound.,1:17,0,0,0,0,0,0,643.0,Suns,Lakers,2021-05-23,321,"Devin Booker, Deandre Ayton, Cameron Payne, Cameron Johnson, Mikal Bridges","Kentavious Caldwell, Anthony Davis, Kyle Kuzma, Alex Caruso, Wesley Matthews",0.0,2.0,0.0,4.0,5.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,18.0,0.0,20.0,0.0,22.0
332,0,0,Kyle Kuzma personal foul.,,1:17,0,0,0,0,0,0,643.0,Suns,Lakers,2021-05-23,322,"Devin Booker, Deandre Ayton, Cameron Payne, Cameron Johnson, Mikal Bridges","Kentavious Caldwell, Anthony Davis, Kyle Kuzma, Alex Caruso, Wesley Matthews",0.0,2.0,0.0,4.0,5.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,18.0,0.0,20.0,0.0,22.0
333,0,0,,Devin Booker free throw made (1 of 2).,1:17,66,79,0,0,0,0,643.0,Suns,Lakers,2021-05-23,323,"Devin Booker, Deandre Ayton, Cameron Payne, Cameron Johnson, Mikal Bridges","Kentavious Caldwell, Anthony Davis, Kyle Kuzma, Alex Caruso, Wesley Matthews",0.0,2.0,0.0,4.0,5.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,18.0,0.0,20.0,0.0,22.0
334,0,0,,Substitution out: Cameron Payne. Substitution in: Chris Paul.,1:17,0,0,Cameron Payne,Chris Paul,0,0,643.0,Suns,Lakers,2021-05-23,324,"Devin Booker, Deandre Ayton, Cameron Johnson, Mikal Bridges, Chris Paul","Kentavious Caldwell, Anthony Davis, Kyle Kuzma, Alex Caruso, Wesley Matthews",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,18.0,0.0,20.0,0.0,22.0
335,0,0,,Devin Booker free throw missed (2 of 2).,1:17,0,0,0,0,0,0,643.0,Suns,Lakers,2021-05-23,325,"Devin Booker, Deandre Ayton, Cameron Johnson, Mikal Bridges, Chris Paul","Kentavious Caldwell, Anthony Davis, Kyle Kuzma, Alex Caruso, Wesley Matthews",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,18.0,0.0,20.0,0.0,22.0
336,0,0,Kyle Kuzma defensive rebound.,,1:13,0,0,0,0,0,0,647.0,Suns,Lakers,2021-05-23,326,"Devin Booker, Deandre Ayton, Cameron Johnson, Mikal Bridges, Chris Paul","Kentavious Caldwell, Anthony Davis, Kyle Kuzma, Alex Caruso, Wesley Matthews",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,18.0,0.0,20.0,0.0,22.0
337,0,0,Wesley Matthews layup made. Assisted by Anthony Davis.,,1:00,68,79,0,0,0,0,660.0,Suns,Lakers,2021-05-23,327,"Devin Booker, Deandre Ayton, Cameron Johnson, Mikal Bridges, Chris Paul","Kentavious Caldwell, Anthony Davis, Kyle Kuzma, Alex Caruso, Wesley Matthews",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,18.0,0.0,20.0,0.0,22.0
338,0,0,,Chris Paul 2 point shot missed.,0:41,0,0,0,0,0,0,679.0,Suns,Lakers,2021-05-23,328,"Devin Booker, Deandre Ayton, Cameron Johnson, Mikal Bridges, Chris Paul","Kentavious Caldwell, Anthony Davis, Kyle Kuzma, Alex Caruso, Wesley Matthews",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,18.0,0.0,20.0,0.0,22.0
339,0,0,Kyle Kuzma defensive rebound.,,0:38,0,0,0,0,0,0,682.0,Suns,Lakers,2021-05-23,329,"Devin Booker, Deandre Ayton, Cameron Johnson, Mikal Bridges, Chris Paul","Kentavious Caldwell, Anthony Davis, Kyle Kuzma, Alex Caruso, Wesley Matthews",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,18.0,0.0,20.0,0.0,22.0
340,0,0,Kentavious Caldwell 3 point shot missed.,,0:35,0,0,0,0,0,0,685.0,Suns,Lakers,2021-05-23,330,"Devin Booker, Deandre Ayton, Cameron Johnson, Mikal Bridges, Chris Paul","Kentavious Caldwell, Anthony Davis, Kyle Kuzma, Alex Caruso, Wesley Matthews",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,18.0,0.0,20.0,0.0,22.0
341,0,0,,Devin Booker defensive rebound.,0:32,0,0,0,0,0,0,688.0,Suns,Lakers,2021-05-23,331,"Devin Booker, Deandre Ayton, Cameron Johnson, Mikal Bridges, Chris Paul","Kentavious Caldwell, Anthony Davis, Kyle Kuzma, Alex Caruso, Wesley Matthews",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,18.0,0.0,20.0,0.0,22.0
342,0,0,Wesley Matthews personal foul.,,0:11,0,0,0,0,0,0,709.0,Suns,Lakers,2021-05-23,332,"Devin Booker, Deandre Ayton, Cameron Johnson, Mikal Bridges, Chris Paul","Kentavious Caldwell, Anthony Davis, Kyle Kuzma, Alex Caruso, Wesley Matthews",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,18.0,0.0,20.0,0.0,22.0
343,0,0,,Devin Booker free throw made (1 of 2).,0:11,68,80,0,0,0,0,709.0,Suns,Lakers,2021-05-23,333,"Devin Booker, Deandre Ayton, Cameron Johnson, Mikal Bridges, Chris Paul","Kentavious Caldwell, Anthony Davis, Kyle Kuzma, Alex Caruso, Wesley Matthews",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,18.0,0.0,20.0,0.0,22.0
344,0,0,,Devin Booker free throw made (2 of 2).,0:11,68,81,0,0,0,0,709.0,Suns,Lakers,2021-05-23,334,"Devin Booker, Deandre Ayton, Cameron Johnson, Mikal Bridges, Chris Paul","Kentavious Caldwell, Anthony Davis, Kyle Kuzma, Alex Caruso, Wesley Matthews",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,18.0,0.0,20.0,0.0,22.0
345,0,0,Alex Caruso layup missed.,,0:02,0,0,0,0,0,0,718.0,Suns,Lakers,2021-05-23,335,"Devin Booker, Deandre Ayton, Cameron Johnson, Mikal Bridges, Chris Paul","Kentavious Caldwell, Anthony Davis, Kyle Kuzma, Alex Caruso, Wesley Matthews",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,18.0,0.0,20.0,0.0,22.0
346,0,0,LAL offensive rebound.,,0:02,0,0,0,0,0,0,718.0,Suns,Lakers,2021-05-23,336,"Devin Booker, Deandre Ayton, Cameron Johnson, Mikal Bridges, Chris Paul","Kentavious Caldwell, Anthony Davis, Kyle Kuzma, Alex Caruso, Wesley Matthews",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,18.0,0.0,20.0,0.0,22.0
347,0,0,End Quarter 3LAL                        68                        - PHO                        81,None,0,0,0,0,0,0,0,0.0,Suns,Lakers,2021-05-23,337,"Devin Booker, Deandre Ayton, Cameron Johnson, Mikal Bridges, Chris Paul","Kentavious Caldwell, Anthony Davis, Kyle Kuzma, Alex Caruso, Wesley Matthews",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,18.0,0.0,20.0,0.0,22.0
348,0,0,None,None,0,0,0,0,0,0,0,0.0,Suns,Lakers,2021-05-23,338,"Devin Booker, Deandre Ayton, Cameron Johnson, Mikal Bridges, Chris Paul","Kentavious Caldwell, Anthony Davis, Kyle Kuzma, Alex Caruso, Wesley Matthews",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,18.0,0.0,20.0,0.0,22.0
349,0,0,Substitution in: Kentavious Caldwell. Substitution in: Alex Caruso. Substitution in: Anthony Davis. Substitution in: Kyle Kuzma. Substitution in: Wesley Matthews.,,12:00,0,0,0,0,0,"Kentavious Caldwell, Alex Caruso, Anthony Davis, Kyle Kuzma, Wesley Matthews",0.0,Suns,Lakers,2021-05-23,339,"Devin Booker, Deandre Ayton, Cameron Johnson, Mikal Bridges, Chris Paul","Kentavious Caldwell, Alex Caruso, Anthony Davis, Kyle Kuzma, Wesley Matthews",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,18.0,0.0,20.0,0.0,22.0
350,0,0,,Substitution out: Deandre Ayton. Substitution in: Dario Saric.,12:00,0,0,Deandre Ayton,Dario Saric,0,0,0.0,Suns,Lakers,2021-05-23,340,"Devin Booker, Cameron Johnson, Mikal Bridges, Chris Paul, Dario Saric","Kentavious Caldwell, Alex Caruso, Anthony Davis, Kyle Kuzma, Wesley Matthews",0.0,2.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,10.0,0.0,0.0,14.0,0.0,16.0,0.0,18.0,0.0,20.0,0.0,22.0
351,0,0,,Substitution in: Dario Saric. Substitution in: Devin Booker. Substitution in: Mikal Bridges. Substitution in: Cameron Johnson. Substitution in: Chris Paul.,12:00,0,0,0,"Dario Saric, Devin Booker, Mikal Bridges, Cameron Johnson, Chris Paul",0,0,0.0,Suns,Lakers,2021-05-23,341,"Dario Saric, Devin Booker, Mikal Bridges, Cameron Johnson, Chris Paul","Kentavious Caldwell, Alex Caruso, Anthony Davis, Kyle Kuzma, Wesley Matthews",0.0,2.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,10.0,0.0,0.0,14.0,0.0,16.0,0.0,18.0,0.0,20.0,0.0,22.0
352,0,0,Substitution out: Kentavious Caldwell. Substitution in: LeBron James.,,12:00,0,0,0,0,Kentavious Caldwell,LeBron James,0.0,Suns,Lakers,2021-05-23,342,"Dario Saric, Devin Booker, Mikal Bridges, Cameron Johnson, Chris Paul","Alex Caruso, Anthony Davis, Kyle Kuzma, Wesley Matthews, LeBron James",0.0,2.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,10.0,0.0,13.0,14.0,0.0,0.0,0.0,18.0,0.0,20.0,0.0,22.0
353,0,0,Substitution out: Anthony Davis. Substitution in: Montrezl Harrell.,,12:00,0,0,0,0,Anthony Davis,Montrezl Harrell,0.0,Suns,Lakers,2021-05-23,343,"Dario Saric, Devin Booker, Mikal Bridges, Cameron Johnson, Chris Paul","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
354,0,0,,Devin Booker 2 point shot made. Assisted by Dario Saric.,11:45,68,83,0,0,0,0,15.0,Suns,Lakers,2021-05-23,344,"Dario Saric, Devin Booker, Mikal Bridges, Cameron Johnson, Chris Paul","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
355,0,0,Alex Caruso layup made. Assisted by LeBron James.,,11:23,70,83,0,0,0,0,37.0,Suns,Lakers,2021-05-23,345,"Dario Saric, Devin Booker, Mikal Bridges, Cameron Johnson, Chris Paul","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
356,0,0,,Devin Booker 3 point shot made.,11:04,70,86,0,0,0,0,56.0,Suns,Lakers,2021-05-23,346,"Dario Saric, Devin Booker, Mikal Bridges, Cameron Johnson, Chris Paul","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
357,0,0,Montrezl Harrell 2 point shot made.,,10:42,72,86,0,0,0,0,78.0,Suns,Lakers,2021-05-23,347,"Dario Saric, Devin Booker, Mikal Bridges, Cameron Johnson, Chris Paul","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
358,0,0,,Devin Booker personal foul.,10:30,0,0,0,0,0,0,90.0,Suns,Lakers,2021-05-23,348,"Dario Saric, Devin Booker, Mikal Bridges, Cameron Johnson, Chris Paul","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
359,0,0,,Devin Booker turnover.,10:30,0,0,0,0,0,0,90.0,Suns,Lakers,2021-05-23,349,"Dario Saric, Devin Booker, Mikal Bridges, Cameron Johnson, Chris Paul","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
360,0,0,,PHO defensive rebound.,10:12,0,0,0,0,0,0,108.0,Suns,Lakers,2021-05-23,350,"Dario Saric, Devin Booker, Mikal Bridges, Cameron Johnson, Chris Paul","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
361,0,0,Kyle Kuzma layup missed. Blocked by Dario Saric.,,10:12,0,0,0,0,0,0,108.0,Suns,Lakers,2021-05-23,351,"Dario Saric, Devin Booker, Mikal Bridges, Cameron Johnson, Chris Paul","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
362,0,0,,Dario Saric personal foul.,10:01,0,0,0,0,0,0,119.0,Suns,Lakers,2021-05-23,352,"Dario Saric, Devin Booker, Mikal Bridges, Cameron Johnson, Chris Paul","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
363,0,0,,Dario Saric turnover.,10:01,0,0,0,0,0,0,119.0,Suns,Lakers,2021-05-23,353,"Dario Saric, Devin Booker, Mikal Bridges, Cameron Johnson, Chris Paul","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
364,0,0,Alex Caruso layup made. Assisted by Kyle Kuzma.,,9:47,74,86,0,0,0,0,133.0,Suns,Lakers,2021-05-23,354,"Dario Saric, Devin Booker, Mikal Bridges, Cameron Johnson, Chris Paul","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
365,0,0,,Devin Booker 2 point shot missed.,9:21,0,0,0,0,0,0,159.0,Suns,Lakers,2021-05-23,355,"Dario Saric, Devin Booker, Mikal Bridges, Cameron Johnson, Chris Paul","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
366,0,0,LeBron James defensive rebound.,,9:19,0,0,0,0,0,0,161.0,Suns,Lakers,2021-05-23,356,"Dario Saric, Devin Booker, Mikal Bridges, Cameron Johnson, Chris Paul","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
367,0,0,,Cameron Johnson personal foul.,9:09,0,0,0,0,0,0,171.0,Suns,Lakers,2021-05-23,357,"Dario Saric, Devin Booker, Mikal Bridges, Cameron Johnson, Chris Paul","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
368,0,0,LeBron James free throw missed (1 of 3).,,9:09,0,0,0,0,0,0,171.0,Suns,Lakers,2021-05-23,358,"Dario Saric, Devin Booker, Mikal Bridges, Cameron Johnson, Chris Paul","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
369,0,0,LeBron James free throw made (2 of 3).,,9:09,75,86,0,0,0,0,171.0,Suns,Lakers,2021-05-23,359,"Dario Saric, Devin Booker, Mikal Bridges, Cameron Johnson, Chris Paul","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
370,0,0,,Substitution out: Devin Booker. Substitution in: Cameron Payne.,9:09,0,0,Devin Booker,Cameron Payne,0,0,171.0,Suns,Lakers,2021-05-23,360,"Dario Saric, Mikal Bridges, Cameron Johnson, Chris Paul, Cameron Payne","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
371,0,0,LeBron James free throw missed (3 of 3).,,9:09,0,0,0,0,0,0,171.0,Suns,Lakers,2021-05-23,361,"Dario Saric, Mikal Bridges, Cameron Johnson, Chris Paul, Cameron Payne","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
372,0,0,,Cameron Payne defensive rebound.,9:06,0,0,0,0,0,0,174.0,Suns,Lakers,2021-05-23,362,"Dario Saric, Mikal Bridges, Cameron Johnson, Chris Paul, Cameron Payne","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
373,0,0,,Cameron Payne turnover. LeBron James steals.,9:02,0,0,0,0,0,0,178.0,Suns,Lakers,2021-05-23,363,"Dario Saric, Mikal Bridges, Cameron Johnson, Chris Paul, Cameron Payne","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
374,0,0,LeBron James layup made.,,9:02,77,86,0,0,0,0,178.0,Suns,Lakers,2021-05-23,364,"Dario Saric, Mikal Bridges, Cameron Johnson, Chris Paul, Cameron Payne","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
375,0,0,,Dario Saric personal foul.,9:02,0,0,0,0,0,0,178.0,Suns,Lakers,2021-05-23,365,"Dario Saric, Mikal Bridges, Cameron Johnson, Chris Paul, Cameron Payne","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
376,0,0,LeBron James free throw missed (1 of 1).,,9:02,0,0,0,0,0,0,178.0,Suns,Lakers,2021-05-23,366,"Dario Saric, Mikal Bridges, Cameron Johnson, Chris Paul, Cameron Payne","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
377,0,0,LAL offensive rebound.,,9:01,0,0,0,0,0,0,179.0,Suns,Lakers,2021-05-23,367,"Dario Saric, Mikal Bridges, Cameron Johnson, Chris Paul, Cameron Payne","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
378,0,0,,Chris Paul personal foul.,9:01,0,0,0,0,0,0,179.0,Suns,Lakers,2021-05-23,368,"Dario Saric, Mikal Bridges, Cameron Johnson, Chris Paul, Cameron Payne","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
379,0,0,,Substitution out: Dario Saric. Substitution in: Devin Booker.,9:01,0,0,Dario Saric,Devin Booker,0,0,179.0,Suns,Lakers,2021-05-23,369,"Mikal Bridges, Cameron Johnson, Chris Paul, Cameron Payne, Devin Booker","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
380,0,0,,Substitution out: Cameron Payne. Substitution in: Deandre Ayton.,9:00,0,0,Cameron Payne,Deandre Ayton,0,0,180.0,Suns,Lakers,2021-05-23,370,"Mikal Bridges, Cameron Johnson, Chris Paul, Devin Booker, Deandre Ayton","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
381,0,0,Montrezl Harrell 2 point shot missed.,,8:53,0,0,0,0,0,0,187.0,Suns,Lakers,2021-05-23,371,"Mikal Bridges, Cameron Johnson, Chris Paul, Devin Booker, Deandre Ayton","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
382,0,0,,Deandre Ayton defensive rebound.,8:46,0,0,0,0,0,0,194.0,Suns,Lakers,2021-05-23,372,"Mikal Bridges, Cameron Johnson, Chris Paul, Devin Booker, Deandre Ayton","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Montrezl Harrell",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,19.0,20.0,0.0,22.0
383,0,0,Substitution out: Montrezl Harrell. Substitution in: Anthony Davis.,,8:31,0,0,0,0,Montrezl Harrell,Anthony Davis,209.0,Suns,Lakers,2021-05-23,373,"Mikal Bridges, Cameron Johnson, Chris Paul, Devin Booker, Deandre Ayton","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Anthony Davis",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,18.0,0.0,20.0,0.0,22.0
384,0,0,LeBron James wins the jump ball. Deandre Ayton loses the jump ball.,,8:31,0,0,0,0,0,0,209.0,Suns,Lakers,2021-05-23,374,"Mikal Bridges, Cameron Johnson, Chris Paul, Devin Booker, Deandre Ayton","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Anthony Davis",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,18.0,0.0,20.0,0.0,22.0
385,0,0,,Cameron Johnson 3 point shot missed.,8:31,0,0,0,0,0,0,209.0,Suns,Lakers,2021-05-23,375,"Mikal Bridges, Cameron Johnson, Chris Paul, Devin Booker, Deandre Ayton","Alex Caruso, Kyle Kuzma, Wesley Matthews, LeBron James, Anthony Davis",0.0,2.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,18.0,0.0,20.0,0.0,22.0
